Geneid	dukeepi1513rep2	dukeepi1513rep3	dukeepi1930rep2	dukeepi1930rep3	dukeepi3169rep2	dukeepi3169rep3	dukeepi3949rep2	dukeepi3949rep3	dukeepi4000rep2	dukeepi4000rep3	dukeepi1046cap2	dukeepi2213cap1	dukeepi2213cap2	dukeepi2638cap1	dukeepi2953cap1	dukeepi2953cap2	dukeepi1895rep1	dukeepi1895rep2	dukeepi2948rep1	dukeepi2948rep2	dukeepi3956rep1	dukeepi3956rep2
FAM54A	34	0	96	4	53	45	16	61	6	17	70	17	12	86	28	14	0	6	26	27	0	29
BCLAF1	36528	27957	36570	22947	84262	69310	55965	31085	26002	19016	11566	12129	12066	11727	11538	18038	46324	41596	48115	24763	46023	51942
RP3-406A7.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
RP3-406A7.7	333	361	337	255	976	816	246	167	375	308	791	999	965	383	988	508	5	2	4	195	0	0
MAP7	10458	9614	9383	6619	23490	25932	5850	4912	8725	7768	7434	8873	9115	3879	8270	10417	14356	12719	13536	7213	19301	15053
RP3-406A7.3	19	7	0	11	0	30	0	5	0	12	2	0	2	1	0	0	5	0	0	0	0	1
RP3-406A7.5	8	17	10	0	24	55	22	13	39	22	38	0	1	38	0	16	0	0	0	0	0	19
NDUFS5P1	42	7	19	41	66	45	0	16	56	55	5	14	0	2	4	64	20	36	21	10	0	55
MAP3K5	4112	2982	5663	4861	6977	6414	3081	2026	6344	4673	1764	2100	2665	1614	1397	2829	5942	5405	7551	3805	6392	7106
RP3-325F22.3	17	10	37	34	30	10	16	0	6	8	8	3	0	0	0	0	18	7	6	0	2	28
RNA5SP219	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX7	213	498	387	547	353	678	359	306	190	379	153	121	186	125	121	495	388	201	393	184	504	434
RP11-55K22.2	0	0	0	0	0	0	2	7	0	0	0	0	0	1	0	1	0	0	0	1	0	2
SLC35D3	2	0	0	0	0	2	0	0	0	0	1	0	2	3	1	2	0	0	0	0	1	1
RPL35AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-55K22.5	0	0	1	1	0	0	1	0	0	0	1	2	5	2	3	2	0	0	0	1	0	0
RP11-204P2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0
IL20RA	76	100	374	481	154	163	73	60	70	56	151	163	55	145	147	19	75	41	14	66	5	167
IL22RA2	0	0	0	0	0	2	0	0	1	0	14	0	3	0	1	2	0	3	2	6	3	10
IFNGR1	14606	12414	14247	10796	21949	19376	14443	8957	10749	8165	7701	4599	5086	4517	5480	7741	7375	5600	6184	5046	11007	7979
OLIG3	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	1	0	2	0	0
BTF3L4P3	1	2	2	0	2	2	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0
RP11-95M15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-95M15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AL357060.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-356I2.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5
RP11-356I2.2	0	2	4	40	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1
RP11-356I2.4	20	10	10	58	46	18	19	18	15	0	0	0	0	0	0	0	6	0	0	1	0	2
TNFAIP3	157	103	26	181	235	125	113	115	93	112	165	0	12	48	42	67	93	49	33	27	0	57
RP11-10J5.1	0	0	1	1	0	0	0	0	0	0	1	0	3	5	0	0	0	1	0	7	4	18
RP11-240M16.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-240M16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PERP	195	510	978	1016	403	1186	286	673	233	328	270	19	210	325	593	512	361	88	66	148	616	498
KIAA1244	52873	44160	47632	35567	94445	88398	58456	39584	42071	35468	21577	20628	23607	20672	25231	26970	34519	31493	23752	38389	36766	26926
PBOV1	11	67	0	2	11	60	11	14	70	35	13	136	23	8	125	60	40	38	47	9	1	29
RP3-422G23.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
RP3-422G23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP3-422G23.2	0	1	0	0	0	9	1	7	3	2	0	0	0	0	0	0	2	0	1	2	0	2
HEBP2	980	1167	1045	856	1608	1872	1321	1153	829	879	1364	1778	1894	1966	2721	1941	1603	1480	844	496	3406	2779
NHSL1	7905	15595	12895	20556	20175	37774	10048	13423	6305	10281	7577	15840	9471	10246	8105	11978	43336	39735	27639	13362	95290	43270
MIR3145	0	3	10	8	0	10	4	0	0	3	9	0	0	0	0	0	25	21	7	0	0	0
RP11-390P2.2	0	0	0	0	48	13	22	3	19	12	0	0	0	0	0	0	1	0	0	2	0	0
RP11-390P2.4	67	186	165	311	14	183	95	135	118	194	369	60	88	152	76	574	0	0	0	4	4	0
CCDC28A	18973	15076	17319	13005	34366	27945	14012	8786	7181	5844	8315	7209	8442	6982	8005	12769	4850	3338	3951	3759	5650	4587
ECT2L	177	175	104	60	470	227	127	98	197	75	188	73	102	135	122	215	167	130	143	133	159	57
RP3-509I19.1	116	166	19	15	184	177	23	35	162	54	5	0	32	0	15	20	77	73	8	46	4	86
RP3-509I19.6	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0
REPS1	4831	4902	5646	4558	12439	9306	4923	2783	5271	3944	5175	4980	4728	2841	4423	3556	3057	3156	2315	3359	1639	2723
ABRACL	5019	3960	4598	3655	7874	7369	5055	3149	2441	1782	1929	2875	3446	3232	1617	3236	666	344	862	5199	1071	635
HECA	3387	3385	8012	5633	6923	6470	6483	4470	1451	1188	1719	2138	1128	1017	957	1964	3873	3384	2075	2866	3709	3881
RP1-225E12.2	125	168	54	49	191	42	82	58	75	64	63	2	1	2	106	36	136	150	9	49	24	376
TXLNB	911	912	994	1247	2970	3390	1152	744	757	660	868	526	330	415	850	624	1017	1033	540	502	1326	787
RP11-445F6.2	0	4	16	0	2	2	42	16	10	9	62	11	10	0	0	0	8	0	0	0	6	0
RP11-445F6.3	0	0	0	0	1	11	0	0	15	11	0	0	0	0	0	0	2	3	4	3	0	0
RP11-12A2.1	0	1	0	0	0	34	0	12	0	0	0	0	1	0	0	0	0	0	0	11	1	0
CITED2	129	237	91	284	130	343	143	225	70	68	250	173	225	253	192	506	332	344	531	373	568	264
RP11-12A2.3	1	7	50	51	9	12	15	1	25	3	1	2	1	2	1	0	20	31	17	16	0	11
ATP5F1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-15H7.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	0
RP5-899B16.1	0	0	0	0	0	11	0	0	0	0	0	2	0	30	0	0	5	1	0	0	1	1
RP5-899B16.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
RP3-332B22.1	0	6	36	0	41	0	19	2	16	0	0	0	0	0	0	0	29	66	6	6	0	35
RNA5SP220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL356137.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-65C6.1	0	22	0	1	0	0	0	0	0	0	0	11	1	1	0	0	0	16	0	0	0	0
RP3-460G2.2	5	48	88	26	0	3	16	9	0	1	26	11	0	15	39	1	11	19	1	0	0	0
RP11-471B18.1	0	0	0	0	24	0	0	0	6	0	50	0	1	1	0	0	1	0	0	0	0	0
RP11-63E9.1	214	224	834	520	609	888	326	280	79	40	221	48	130	318	187	391	803	641	165	148	594	566
RP11-551A11.1	16	23	126	109	51	132	75	80	0	14	5	1	98	35	2	1	138	99	124	42	0	159
NMBR	13	1	96	0	67	32	14	24	37	13	15	0	0	0	3	1	16	5	0	25	1	3
RP11-137J7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJE1	2	0	0	0	1	1	0	0	0	12	0	0	0	0	0	0	3	6	0	3	0	3
VTA1	21221	15667	22978	14874	42571	30599	38840	20928	13030	9177	4334	5610	3954	6268	3046	5197	11622	9327	12531	17678	13353	12158
RP11-753B14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AL360007.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR126	122	73	1613	1750	772	587	2047	1244	95	221	339	410	174	647	16	20	505	574	256	95	127	109
RP11-440G9.1	1	1	0	0	0	1	0	0	0	0	3	1	2	2	7	1	0	0	0	0	1	0
RP1-67K17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIVEP2	8876	8009	11119	7971	20813	21440	12262	9320	6870	6034	3260	3046	4794	4194	4281	4710	1569	1555	1694	5134	2268	1789
RP1-67K17.4	6	2	26	16	31	4	9	15	29	27	42	12	17	44	46	0	21	8	2	17	0	2
RP11-439L18.2	2	4	3	3	0	3	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-439L18.1	20	31	96	91	36	86	30	38	16	49	57	12	23	40	81	0	13	21	34	54	74	5
RP11-439L18.3	136	92	63	122	565	483	192	147	288	97	175	6	116	105	77	144	230	205	158	113	66	253
RP1-45I4.3	19	45	125	91	112	71	45	46	89	60	25	0	7	0	83	120	99	96	27	68	0	29
AIG1	6582	6914	9287	7725	12295	12030	7105	4576	4935	4150	5732	5012	3966	4802	5222	5143	4433	3601	3589	4585	3858	3360
RP1-45I4.2	19	4	26	7	49	65	36	31	45	32	70	0	1	67	0	0	59	57	52	17	110	44
RP1-95L4.2	0	0	1	0	0	7	30	0	0	0	0	0	1	0	0	0	5	0	0	0	0	9
RP1-95L4.3	0	4	6	23	55	29	20	9	35	4	35	1	15	3	0	45	14	37	29	16	0	53
RP1-95L4.4	89	272	565	353	594	492	354	217	219	117	16	43	310	141	39	376	13	7	0	72	6	0
ADAT2	692	606	343	312	845	740	489	342	529	480	345	975	528	130	908	295	378	266	184	146	282	167
RP1-20N2.2	4	0	0	0	0	10	2	0	12	0	2	0	1	0	0	0	2	2	0	0	0	0
AL031320.1	12	12	4	2	15	15	17	5	29	14	4	41	0	0	18	0	14	14	6	11	0	5
RNA5SP221	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
PEX3	3587	3288	3803	2392	7253	5384	4361	3048	2627	2034	1442	1363	1577	1609	913	1369	1882	1636	1476	2295	3356	2146
RP1-20N2.6	71	61	192	13	148	111	129	127	72	72	144	3	143	38	399	253	102	99	92	60	1	99
RP1-20N2.4	102	40	22	73	37	90	133	35	44	45	43	0	104	40	0	109	32	30	22	36	28	22
FUCA2	628	973	652	979	607	1493	586	922	285	648	653	490	695	500	704	532	898	494	578	206	670	579
PHACTR2	20637	21724	24503	26254	34049	40541	15374	12794	16292	16881	12205	10622	7150	13690	8100	9048	33930	32078	48090	23467	49574	27235
RP11-436I24.1	21	8	0	38	25	41	0	9	2	2	9	0	1	96	1	0	7	0	0	9	0	25
RP3-468K18.5	23	10	11	6	10	30	4	8	31	17	16	49	0	5	0	0	17	26	43	8	133	37
LTV1	3681	3269	3736	2243	7696	5664	6283	3415	3616	2479	1996	1271	1249	1835	1416	1023	2136	1718	2349	1099	3124	2744
ZC2HC1B	8	34	3	16	8	30	29	14	25	13	11	0	6	1	0	19	28	11	1	43	1	25
PLAGL1	746	1171	768	1072	1833	2809	632	494	1141	1046	1022	959	1269	1400	508	316	545	498	595	542	1721	677
RP3-340H11.2	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SF3B5	4861	4087	4393	4408	9103	7466	5258	3084	3721	2688	4792	5804	5764	6684	7073	6587	11	7	4	2296	4	21
AL031390.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL42P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STX11	3	1	0	8	0	22	0	21	20	8	75	2	110	2	1	108	0	1	0	3	0	20
RP1-83M4.2	0	0	45	0	0	0	0	3	0	0	0	0	2	5	1	0	0	0	0	0	0	0
RP1-91J24.1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
UTRN	1087	1378	8285	6702	2930	2303	4104	2734	1170	1079	1624	899	439	1001	1117	405	853	860	294	362	683	682
RP1-91J24.3	0	0	0	2	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0
RP11-106E7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
RP11-277I20.2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-277I20.3	0	0	0	0	2	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	19
AL356739.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
RP1-28C20.1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	9	1	1	0	34
EPM2A	1114	544	1894	871	2079	1167	1197	603	955	661	912	498	358	668	756	387	682	920	658	347	1695	937
FBXO30	984	698	1819	1842	1802	1614	1829	1148	1537	901	497	795	331	988	274	770	2415	1859	1339	994	405	2019
RP11-545I5.3	1107	962	1729	1340	1917	1910	780	709	1235	1110	232	180	125	254	217	249	1405	1082	816	498	1129	1147
SHPRH	7585	6351	11487	8456	17997	17387	7658	5421	7602	7907	4770	6476	5062	3089	5090	4748	9886	10265	8282	5605	15782	9320
GRM1	9336	8864	9733	6083	22489	21499	7182	4614	10417	8603	5520	7117	6121	3188	5380	9452	10033	9923	11007	9207	10648	10601
FUNDC2P3	94	102	50	92	300	246	74	53	202	80	83	99	93	0	92	0	93	73	121	155	122	91
RNA5SP222	0	0	14	0	0	4	0	0	0	7	0	0	5	1	0	0	2	0	0	0	0	0
RP1-69B13.2	24	17	19	17	77	58	19	7	26	51	3	109	32	35	0	2	148	163	89	48	89	51
RAB32	28	137	127	212	180	209	40	104	36	110	179	211	155	225	15	411	111	136	73	32	347	119
RP11-715G15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGB	4	0	16	48	72	46	1	5	3	15	27	126	7	9	8	7	31	13	24	13	2	13
RP11-497D6.2	0	0	1	1	0	1	0	0	0	1	2	2	1	4	0	0	3	0	1	1	0	1
STXBP5-AS1	322	219	230	201	450	244	125	163	98	124	190	58	121	121	98	482	126	115	63	76	44	138
RP11-497D6.3	0	0	17	2	0	19	8	0	4	2	0	0	0	0	0	2	2	10	6	0	0	0
RP3-337D23.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STXBP5	1808	1616	3786	2001	3465	3399	2484	2004	946	1049	535	767	566	860	521	871	2465	1755	1365	1125	663	2234
RP11-361F15.2	2789	2479	5825	3870	6129	5063	3665	2254	1931	2098	1578	1485	1602	2700	1456	1733	5004	4890	5211	3059	7854	6187
YAP1P1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1
SAMD5	5	34	8	46	58	10	4	20	78	41	86	123	7	58	10	6	21	60	13	36	1	14
RP11-307P5.1	0	0	1	0	0	2	0	0	0	0	8	0	0	0	0	0	1	1	0	0	0	2
RP11-307P5.2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-242F11.2	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
RP11-631F7.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
RP11-631F7.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SASH1	6136	4066	11534	7738	11179	11251	8077	4739	4587	3644	4320	1275	1605	2341	1787	2516	3420	3214	1448	2255	1729	2525
CYP51P3	0	0	53	0	24	9	1	1	1	8	5	1	0	0	0	0	1	1	0	0	0	1
AL033378.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPEP6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-461H3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UST	1528	1048	7862	3758	4104	2968	1771	730	1011	571	973	173	357	24	13	375	172	164	299	628	437	178
RP11-162J8.2	0	0	2	0	2	0	0	0	0	0	11	0	3	0	0	0	0	0	0	3	0	1
RP11-162J8.3	3	1	0	0	4	0	3	2	3	8	0	0	0	0	0	0	1	0	0	0	0	0
RP11-365H23.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AL603766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-111D6.3	61	49	190	132	34	30	326	167	204	114	236	0	3	9	10	21	9	10	2	14	18	34
TAB2	5878	5004	9420	5979	14832	11371	7717	5455	4444	3212	2767	3382	3600	2409	2389	3134	10087	7227	10261	4869	4287	9673
RP1-111D6.2	0	0	11	0	11	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP1-111D6.1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SUMO4	41	41	67	33	154	118	71	26	85	66	61	89	59	4	5	42	22	29	0	5	24	46
ZC3H12D	35	26	35	15	35	42	9	12	34	37	69	8	60	0	6	79	12	6	8	6	11	31
RP1-281H8.3	4	4	10	6	13	9	6	9	6	11	0	1	0	0	0	0	6	0	0	0	2	44
PPIL4	9408	8012	8688	7258	21624	18591	8351	6089	6910	5883	4201	3607	4967	3168	6246	4494	4053	4112	4479	6937	7102	4931
RNU7-3P	14	0	8	16	0	36	0	0	2	1	0	0	1	2	0	19	7	0	4	0	0	8
RP1-12G14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GINM1	1731	1535	2428	2140	1658	2493	1605	1776	1057	1255	1478	811	996	1067	1236	1424	556	586	396	826	1029	706
RP1-12G14.6	0	10	0	0	32	26	9	0	2	23	0	0	0	0	0	0	2	7	0	0	0	0
RP1-12G14.7	7	1	1	0	9	7	4	2	8	0	0	0	6	0	0	0	11	13	4	0	10	10
RPS18P9	62	57	90	87	184	114	119	33	49	92	114	153	122	20	181	122	0	0	3	45	0	0
KATNA1	853	732	2068	1061	1300	1468	1020	904	498	543	430	317	492	498	724	665	584	392	421	274	690	479
LATS1	3440	3963	5126	4127	6477	7523	5593	4163	4123	3091	2010	2903	2133	2187	2539	1952	3669	3328	2513	2951	3550	3748
NUP43	859	1187	958	1769	1361	2053	827	1204	570	1050	564	328	381	233	658	640	327	299	223	1076	634	185
PCMT1	62371	54700	54285	40123	130730	112036	73814	45113	42062	35945	19330	21462	20799	29027	25673	25789	23104	19739	24620	18908	33140	25211
RP11-350J20.4	21	0	1	5	13	3	25	3	0	15	3	0	0	0	0	0	0	0	0	0	0	0
RP11-350J20.5	1	0	0	20	0	0	3	0	0	0	15	0	1	0	0	0	0	2	0	0	0	0
LRP11	10822	7645	11778	6489	21975	17826	8734	5237	10135	6192	6048	9072	6465	3753	5296	8236	12461	10642	11496	7543	14113	14075
AL355312.1	16	34	13	2	26	15	4	5	32	27	19	22	15	51	84	17	2	2	0	2	0	0
CCT7P1	42	0	0	58	37	7	0	6	0	3	0	1	0	0	0	0	2	0	0	0	0	0
RAET1E	0	12	29	25	6	13	27	5	9	46	11	5	37	22	5	5	36	17	3	2	2	2
RP11-244K5.1	2	7	8	3	17	16	3	2	1	3	14	0	4	19	1	18	0	0	1	6	2	0
RP11-350J20.9	8	2	42	19	9	40	21	4	2	0	0	0	1	1	0	0	0	4	0	0	0	0
RAET1G	0	3	22	1	16	14	9	3	5	8	3	0	2	35	2	0	0	0	0	0	0	0
RP11-244K5.4	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
RP11-244K5.6	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2
ULBP2	1351	1098	993	834	3358	2347	1341	932	1222	881	1029	1274	1100	670	289	1052	263	180	157	660	401	248
RP11-244K5.7	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ULBP1	457	595	919	861	889	1239	820	617	837	663	1063	580	626	154	50	462	484	460	1605	1068	1047	927
RP11-472G23.3	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
BTF3P10	0	13	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
RAET1K	30	3	23	22	57	25	0	2	3	2	3	0	5	1	0	2	1	6	0	3	4	3
RAET1L	20	61	2	1	153	49	23	13	0	0	0	26	11	1	0	0	3	3	0	0	0	0
RAET1M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RP11-472G23.10	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0
PHBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ULBP3	90	42	1	0	203	120	12	26	21	0	22	1	49	12	0	1	1	0	0	2	0	0
PPP1R14C	4605	5475	1539	2163	7939	8024	4168	2940	3600	3161	5004	3411	3287	885	3820	4345	1877	1298	1686	3557	1665	1921
RNU4-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IYD	58	145	0	0	13	36	44	1	0	3	13	5	11	6	104	2	2	1	4	10	1	36
SSR1P1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-291C6.1	0	3	0	0	0	15	8	0	0	1	1	0	0	0	0	1	10	9	0	2	0	0
PLEKHG1	2021	1572	1674	1075	2298	2391	1691	1194	918	798	719	534	785	1495	895	1391	1138	665	204	529	1622	685
RP11-136K14.1	0	2	6	17	0	2	0	0	0	16	0	13	1	24	0	0	14	10	1	9	0	5
RP11-136K14.2	5	0	2	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136K14.3	0	0	14	0	0	2	1	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0
PDCL3P5	0	5	2	0	0	0	0	11	27	0	0	0	4	7	0	0	11	7	5	0	174	0
MTHFD1L	923	802	595	602	1854	1333	1208	652	744	577	899	314	772	292	300	1537	234	230	124	302	112	254
RP1-99E18.2	22	0	24	0	6	55	11	11	58	51	22	74	4	6	0	19	57	81	33	18	0	129
AL133260.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
RP1-292B18.3	0	0	0	4	10	6	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0
RP1-292B18.4	0	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0
RP1-292B18.1	12	6	0	15	0	2	2	0	1	4	0	0	0	0	1	0	0	0	0	0	1	0
RP1-297M16.2	0	0	23	0	0	19	0	0	0	1	5	0	0	0	7	0	3	0	0	1	0	1
RP11-613F7.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKAP12	6564	6495	9779	9649	14199	16252	10703	8494	3432	3384	2886	3742	2842	3698	4153	2942	6649	5757	5061	4254	10159	6872
RNY4P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB2	1513	1037	1073	1001	2429	3320	1786	1130	1235	1161	379	1224	620	216	394	1616	1052	1089	1211	1280	1162	1515
RMND1	4335	4254	4848	2682	7471	6011	4117	2281	2806	2080	1079	845	1306	1411	1056	754	271	134	82	2009	265	182
RP11-351K16.4	30	23	0	3	2	19	0	12	0	23	0	0	3	0	0	0	9	1	0	2	0	0
C6orf211	8427	5952	6282	4272	18116	17161	8744	5010	5756	4220	1653	1349	2059	1469	978	1896	2158	1768	1855	5001	2774	2493
CCDC170	337	291	404	478	590	385	353	160	59	326	192	9	79	30	983	203	213	177	68	188	19	133
ESR1	97	101	164	139	434	534	102	114	205	274	46	28	148	9	5	25	277	161	59	57	4	202
RP3-443C4.2	0	0	26	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
SYNE1	70118	71522	99573	79145	177368	195211	78881	65124	43589	51157	34468	44758	38226	25251	34494	35943	30803	25148	32105	38602	31521	29754
SYNE1-AS1	5	0	0	0	5	0	5	2	0	1	0	41	1	0	0	0	2	3	0	7	0	0
RP3-398G3.5	0	3	1	6	7	12	3	9	8	2	0	55	2	39	0	4	3	0	2	4	0	0
RNA5SP223	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RP11-133I21.2	14	0	0	57	16	27	19	5	25	0	0	0	1	0	0	0	4	3	0	0	0	0
MYCT1	251	470	1876	1488	498	691	1260	901	181	195	54	184	72	126	176	30	465	485	231	262	61	197
HSPD1P16	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
VIP	511	437	741	360	1345	1040	2153	918	790	341	626	886	320	63	12	882	954	793	421	515	536	751
RP1-200K18.1	0	0	0	0	4	0	0	0	0	0	0	3	0	0	18	0	8	6	8	0	0	1
AL133269.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-468K3.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0
RP1-101K10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
FBXO5	326	482	293	160	686	848	388	459	221	210	60	308	82	63	40	163	339	313	472	198	33	369
RP1-101K10.6	1	2	0	1	7	4	0	0	1	5	2	0	1	3	0	0	0	0	0	0	0	0
MTRF1L	959	1300	1155	2076	1979	1799	1431	1962	805	863	996	544	806	1166	671	577	1199	1050	1162	737	1311	1681
RGS17	1198	1825	2131	2266	2954	3590	1676	1613	621	1357	307	1608	838	1164	615	607	1246	1214	1434	762	1454	1154
AL080276.1	0	3	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
RNA5SP224	0	0	3	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0
AL590867.1	242	210	490	317	510	481	277	196	419	336	0	0	3	0	0	0	465	420	240	150	301	389
RP11-475C16.1	4	8	4	4	4	5	2	10	1	3	17	13	8	12	29	39	0	0	0	0	0	3
RP11-475C16.2	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	5	2	0	0	0	1
AL358134.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358134.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RNA5SP225	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RP11-331O9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5
RP11-331O9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
